CODOPER;NUMTAR;DOCFEC;DOCSER;DOCNUM;DESCOP;HFACT;HREAL;DTOOBR;CODMOD;PORIMP;PORREC;PRETAR;LINOBRA;MARCA
101;01;19/09/2001;01;000696;REPARAR BOMBAS EN TALLER, DESPIECE, LIMPIEZA, RECTIFICAR Y LAPEAR 2 BARRILETES, 2 PLACAS PRESION. REPARAR SERVOMANDOS, ESMERILAR Y AJUSTAR 18 PISTONES EN LA GUIA DE EJES, REPARAR 2 ELECTROVALVULAS PROGESIVAS Y VALVULAS DE CARGA, MONTAR BOMBAS Y SERVOMANDO;0;0;0;01;16;4;0;015;N
101;01;19/09/2001;01;000696;MONTAR BOMBAS EN MAQUINA, DESMONTAR CONTROL ELCTRONICO PARA CAMBIAR DATOS EN TALLER, MONTAR CONTROL ELECTRONICO, RECONSTRUIR INSTALACION ELECTRICA DEL CONTROL Y ELECTROVALVULAS. ACOPLAR UN PICUO CAT PARA EL CONTROL DE VELOCIDAD DEL MOTOR.;0;0;0;01;16;4;0;020;N
101;01;19/09/2001;01;000696;BOMBAS MANIOBRAS, REVISION DE CIRCUITO, REPARAR VALVULAS COMPENSADORAS, COMPROBACION DE ACUMULADOR DE NITROGENO, ESTUDIO PARA ACOPLACION DE BOMBA DE MANIOBRA Y ENFRIADOR HIDRAULICO, PRUEBA Y AJUSTE DE PRESIONES EN GENERAL.;0;0;0;01;16;4;0;025;N
800;01;24/09/2001;01;000697;DESPLAZ. CANTERA, REVISION DE CONTROL ELECTROCNICO MANIOBRAS, ESTUDIO DE DATOS EN TALLER, DESPLAZAMIENTO A CANTERA REGULACION DE PRESIONES Y METER MEMORIA EN EL ORDENADOR MAESTRO;9;9;0;01;16;4;20,88517;005;S
800;01;21/02/2001;01;000698;DESPLAZAMIENTO A CHIPIONA PARA REVISION DE HIDRAULICOSY TRASLACION;6;12;0;01;16;4;20,88517;005;S
800;02;21/02/2001;01;000698;DESPLAZAMIENTO A CHIPIONA PARA REPARACION DE CONTROL HIDRAULICO, AJUSTE DE PRESIONES HIDRAULICAS DE BOMBA, REPARAR INSTALACION ELECTRCIA DE CONTROL AUTOMATICO;24;29,5;0;01;16;4;20,88517;005;S
800;01;27/08/2001;01;000700;DESPLAZAMIENTO A FABRICA, COMPROBACION DE CULATA Y DESMONTARLA PARA SU REPARACION EN TALLER Y MONTAJE DE LA MISMA UNA VEZ REPARADA.;36;36;0;01;16;4;24,34099;005;S
101;02;27/08/2001;01;000700;REPARACION EN TALLER;0;16;0;01;16;4;24,34099;005;S
101;01;30/09/2001;01;000701;REPARACION DE RIPER;-12;0;0;01;16;4;20,28416;005;N
800;01;28/08/2001;01;000702;DESPLAZAMIENTO A FABRICA PARA DESMONTAR MOTOR HIDRAULICO DE TRASLACION Y TRASLADO AL TALLER PARA SU REPARACION Y MONTAJE DEL MISMO UNA VEZ REPARADO.;11,5;14,5;0;01;16;4;22,08719;005;S
101;02;28/08/2001;01;000702;DESPIECE DE MOTORES HIDRAULICOS, COLOCAR JUNTAS DE REPARACION Y ROTORES NUEVOS. ENVIAR A RECTIFICAR PLACAS, BARRILETES Y COLOCACION, MONTAJE Y AJUSTE DE MOTORES.;52;31;0;01;16;4;22,08719;005;S
800;01;29/08/2001;01;000703;DOS DESPLAZAMIENTO A CANTERRA PARA REPARACION DE CIRCUITO ELECTRONICO DE  PERFORADORA.;9;8,5;0;01;16;4;20,88517;005;S
800;01;29/08/2001;01;000704;DESPLZ. CANTERA PARA COMPROBAR RUIDO DE LA TORRETA, DESMONTAR MOTOR HIDRAULICO PARA REPARACION EN TALLER PARA SU COLOCACION UNA VEZ REPARADO;10;9,5;0;01;16;4;20,88517;005;S
101;02;29/08/2001;01;000704;DESPIECE Y LIMPIEZA, RECTIFICADO DE BARRILETE Y PLACA DISTRIBUIDORA, LAPEADO DELA MISMA, COLOCACION DE RODAMIENTOS, JUNTA Y MONTAJE DE MOTOR;6;8;0;01;16;4;20,88517;005;S
800;01;25/09/2001;01;000705;DESPLAZAMIENTO A CANTERA , DESMONTAR ORBITROL , COLOCACION DE ESTRELLA  , KIT DE JUNTAS , AJUSTE Y MONTAJE EN MAQUINA;4;3,5;0;01;16;4;20,88517;005;S
800;01;26/06/2001;01;000706;COMPROBACION DE CIRCUITO HIDRAULICO, DESMONTANDO BOMBA PARA SU REPARACION EN TALLER Y MONTAJE DE LA MISMA UNA VEZ REPARADA;23;33,5;0;01;16;4;20,88517;005;S
101;02;26/06/2001;01;000706;REPARACION DE BOMBA HIDRAULICA;38,5;38,5;0;01;16;4;20,88517;005;S
800;01;01/10/2001;01;000707;DESPLAZAMIENTO A REVISION DE TRACTOR;8;8;20;01;16;4;20,88517;005;S
101;02;01/10/2001;01;000707;TOTAL MANO DE OBRA EN LOS SIGUIENTES CONCEPTOS;440;439;20;01;16;4;20,88517;005;S
101;02;01/10/2001;01;000707;SOLTAR CADENAS, DESMONTAR CARROS, RUEDA CABILLA, REDUCTORES Y BALLESTIN.REVISION DE REDUCTOR IZQ. Y MONTAJE DEL MISMO, COLOCACION DE FILTRO DE BOMBA, HACER NIVEL DE ACIETE, COLOCAR RETENES DUOCONOS, RUEDA CABILLA, SECTORES Y TAPA;0;0;0;01;16;4;0;010;N
101;02;01/10/2001;01;000707;DESPIECE, REVISION DE REDUCTOR DCHO., CAMBIAR PIÑON Y RODAMIENTO, MONTAJE DEL MISMO, COLOCAR FILTRO DE BOMBA, HACER NIVEL DE ACEITE, COLOCAR RETENES DUOCONOS, RUEDA CABILLA, SECTORES Y TAPA;0;0;20;01;16;4;0;015;N
101;02;01/10/2001;01;000707;CARRO DERECHO: CAMBIO DE RODILLO, CORTAR SOPORTE DE PATIN TRASERO, SOLDADURA DE SOPORTE NUEVO, COLOCAR TRES PATINES NUEVOS Y HORQUILLAS. DESMONTAR TENSOR DE CADENA, COLOCAR KIT DE REPARACION DE Y MONTAJE. DESMONTAR MUELLES DE TENSOR Y REVISION DEL MISMO Y;0;0;20;01;16;4;0;020;N
101;02;01/10/2001;01;000707;CARRO DERECHO: SACAR CASQUILLO DE COGIDA DE CARRO, COLOCAR NUEVO Y RETENES. DESMONTAR BARRA DE HORQUILLA DE RUEDA GUIA, ENDEREZAR Y MECANIZAR COGIDA,  COLOCACION EN CARRO.COLOCAR PLACA DE RUEDA GUIA Y TACOS DE AJUSTE ,MONTAR EN CARRO, CARRO EN MAQ. Y CADE;0;0;20;01;16;4;0;025;N
101;02;01/10/2001;01;000707;CARRO IZQUIERDO: DESMONTAR RODILLO, SACAR TORNILLO PARTIDOS DE LOS MISMO, MECANIZADO Y ROSCADO, COLOCACION DE RODILLOS NUEVOS, CORTAR SOPORTES DE PATINES, COLOCAR NUEVOS Y SOLDADURA;0;0;20;01;16;4;0;030;N
101;02;01/10/2001;01;000707;CORTAR CUADRADOS DELANTEROS DE GUIAS DE CARRIL Y SOLDADURA DE NUEVOS. SACAR CASQUILLOS DE COGIDA DE CARRO, COLOCAR NUEVOS Y RETENES. DESMONTAR TENSOR DE CADENA, COLOCAR KIT DE REPARACION Y MONTAJE.;0;0;20;01;16;4;0;035;N
101;02;01/10/2001;01;000707;DESMONTAR BARRA HORQUILLA DE RUEDA GUIA, CORTAR BRIDA DE COGIDA, ENDEREZAR EJE, MECANIZADO DE BRIDA, SOLDADURA Y COLOCAICON. DESMONTAR MUELLE DE TENSOR, DESPIECE, COLOCACION DE SOPORTE DE COGIDA Y MUELLE, MONTAJE Y COLOCACION.;0;0;20;01;16;4;0;040;N
101;02;01/10/2001;01;000707;DESMONTAR PLACAS DE RUEDA, TACOS DE AJUSTE Y COLOCAR NUEVAS, AJUSTE DE RUEDA Y MONTAJE EN CARRO. SUSTITUCION DE RODILLOS QUITACIMBRES. MONTAJE DE CARRO Y CADENA EN TRACTOR;0;0;20;01;16;4;0;045;N
101;02;01/10/2001;01;000707;CORTAR SOPORTE DE COGIDA DE BALESTIN Y SACARLO, SACAR CASQUILLO COLOCAR  NUEVO, RETENES Y BULON,SUSTITUIR TACOS DE AMORTIGUACION. CONSTRUIR CABRESTILLO PARA COGIDA DE BULON DE EJE, SOLDADURA DEL MISMO Y MONTAR  BALLESTIN Y 4 TACOS AMORTIGUACION DE CARRO;0;0;20;01;16;4;0;050;N
101;02;01/10/2001;01;000707;DESMONTAR COLECTOR DE AGUA Y ESCAPE, SACAR ESPARRAGOS PARTIDOS, COLOCACION DE NUEVOS, AJUSTE Y MONTAJE. SOLDADURA DE COLECTOR.;0;0;20;01;16;4;0;055;N
800;01;14/05/2001;01;000708;DESPLAZAMIENTO A SEVILLA PARA REVISION DE HIDROSTATICA;3;3;0;01;16;4;20,88517;005;S
800;01;05/09/2001;01;000711;DESPLAZAMIENTO CON PEPIN PARA EXPLICAR TRABAJO DE TERMO DE AGUA SANITARIA;2;4;0;01;16;4;20,88517;005;S
101;01;21/08/2001;01;000712;SACAR RADIADOR, MOTOR Y TRANSMISION PARA SU REPARACION. MOTOR: DESMONTAR VOLANTE Y CARCASA, COLOCAR RETEN TRASERO, MONTAJE DEL MISMO. LIMPIEZA DE RADIADOR. COLOCAR EN MAQUINA, RADIADOR, MOTOR Y TRANSMISION REPARADA;42;42;0;01;16;4;20,88517;005;S
101;02;21/08/2001;01;000712;DESPIECE DE TRANSMISION, SUSTITUCION DE DISCOS, PLATO Y SEGMENTOS, MONTAJE Y AJUSTE PARA SU COLOCACION EN MAQUINA;16;16;0;01;16;4;20,88517;005;S
101;03;21/08/2001;01;000712;DESMONTAR BOMBAS Y BIMBINES DE FRENOS, DESPIECE, COLOCAR DE KIT DE REPARACIN, MONTAJE Y COLOCACION EN MAQUINA;8;7,5;0;01;16;4;20,88517;005;S
101;04;21/08/2001;01;000712;SUSTITUCIION DE EMPAQUETADRUAS DE BOTELLAS DE PALA, ELEVACION, VOLTEO, DIRECCION, MOZOS, RETRO, TELESCOPICA, PLUMA.DESMONTAR LATIGUILLOS HIDRAULICOS EN MAL ESTADO, CONSTRUCCION DE NUEVOS Y MONTAJE DE LOS MISMOS.;40;39;0;01;16;4;20,88517;005;S
101;05;21/08/2001;01;000712;SUSTITUCION GENERAL DE FILTROS Y ACETITES.;3;0;0;01;16;4;20,88517;005;S
101;06;21/08/2001;01;000712;REPARACION DE CABLES DE CUADRO, LUCES, CABLES DE INDICADOR DE EMERGENCIA Y AVISADOR MARCHA ATRAS.;4;4;0;01;16;4;20,88517;005;S
101;01;02/07/2001;01;000501;DESMONTAR BOMBAS HIDRAULICAS, HACER PLANOS, COLOCACION DE KIT DE JUNTAS Y MONTAJE DE LAS MISMAS ;4,5;4,5;0;01;16;4;20,88517;005;S
101;01;28/08/2001;01;000713;DESMONTAR BOTELLA DE GIRO, DESPIECE, SOLDADURA DE CABEZA Y COLOCACION EN MAQUINA;5;5;0;01;16;4;20,88517;005;S
101;01;18/09/2001;01;000714;DESMONTAR TUBOS , CONSTRUCCION E NUEVOS Y MONTAJE ;9;8,5;0;01;16;4;20,88517;005;S
800;01;20/08/2001;01;000715;DESPLAZAMIENTO A CANTERA PARA BUSCAR AVERIA ELECTRICA.;2;0;0;01;16;4;20,88517;005;S
800;01;12/06/2001;01;000716;DESPLAZAMIENTO A CERRO DE LANDEVALO REVISION DE MAQUINA PARA REPARACION DE MAQUINA EN TALLER;8;8;20;01;16;4;20,88517;005;S
800;01;26/09/2001;01;000717;DESPLAZAMIENTO REVISION DE MAQUINA PARA ACOPLACION DE PROTECCION DEL SISTEMA DE ENGRASE, COLOCAR PROTECCIONES Y PREUBA DEL MISMO;51;68;0;01;16;4;24,34099;005;S
800;01;04/10/2001;01;000718;REVISION DE CARRETILLA POR FALTA DE POTENCIA. DESMONTAR AFORADOR, REPARAR ESPADINES Y CAMBIO DE CONJUNTO FILTRO-BOMBIN, REPARAR TUBERIA DE GASOIL;14;13,5;0;01;16;4;24,34099;005;S
800;02;04/10/2001;01;000718;DESPLAZAMIENTO A ALMACEN PARA INSTALACION DE AVISADOR DE MARCHA ATRAS.;2;2;0;01;16;4;24,34099;005;S
800;01;08/10/2001;01;000719;DESPLAZAMIENTO A CANTERA , DESMONTAR TAPA , LIMPIEZA COLOCACION DE TORNILLOS NUEVOS Y MONTAJE;2,5;2,5;0;01;16;4;20,88517;005;S
101;01;08/10/2001;01;000720;DESMONTAR VALVULA, COLOCACION DE JUNTA, TEFLON Y MONTAJE;0,5;0;0;01;16;4;20,88517;005;N
101;01;28/09/2001;01;000721;ACOPLACION DE ENGRASE;1;1;0;01;16;4;20,88517;005;S
101;01;05/10/2001;01;000722;DESMONTAR EMBOLO  SOLDADURA DE ROTULA Y MONTAJE. DESMONTAR ENFRIADOR DE HIDRAULICO PARA REPARAR EN TALLER DE RADIADORES Y MONTAJE UNA VEZ REPARADOS.;8;8;0;01;16;4;20,88517;005;S
101;01;28/09/2001;01;000723;DESPIECE, LIMPIEZA, PARA RECTIFICAR PLACA, LAPEADO DE BARRILETE , COLOCAR RETENES Y JUNTAS, MONTAJE DE MOTOR HIDRAULICO;10;11;0;01;16;4;20,88517;005;S
800;01;04/10/2001;01;000725;DESPLAZAMIENTO A ARENA DE JEREZ , DESMONTAR TANQUE , TRASLADO AL TALLER PARA SU REPARACION;5;5;0;01;16;4;20,88517;005;S
101;02;04/10/2001;01;000725;DESPIECE DE TANQUE, RECITIFICADO DE PLACA DE VALVULA ANTIRRETORONO;15;15;0;01;16;4;20,88517;005;S
800;01;10/10/2001;01;000726;COMPROBACION BATERIAS, SUSTITUIR MOTOR ARRANQUE DE ALMACEN, SUSTITUIR AVISADOR MARCHA ATRAS Y REPARAR INSTALACION. REPARAR INSTALACION DE RELOJ PRESION AIRE;8;8;0;01;16;4;24,34099;005;S
800;01;10/10/2001;01;000727;DESPLAZAMIENTO A SEVILLA , TOMAR PRESIONES HIDRAULICAS A BOMBAS Y TRASLADO AL TALLER PARA REPARAR;4;14;20;01;16;4;20,88517;005;S
800;01;10/10/2001;01;000727;DESPLAZAMIENTO A PLANTA REVISAR TOMA DE ARIE Y QUITAR DEPOSITO HIDRAULICO;6;0;20;01;16;4;20,88517;010;N
800;01;10/10/2001;01;000727;DESPLAZAMIENTO A PLANTA COLOCACION DE DEPOSITO HIDRAULICO Y TUBERIAS;6;0;20;01;16;4;20,88517;015;N
101;02;10/10/2001;01;000727;DESMONTAR TANNQUE Y CONJUNTO VALVULA BYPASS, COLOCACION DE JUNTAS TORICAS Y MONTAJE DE DEPOSITO. DESPIECE DE BOMBA HIDRAUICA, REVISAR CARRETES VOLUMETRICOS, REPARAR ALOJAMIENTO DE EJE PRINCIPAL, ENCASQUILLA ALOJAMIENTO PARA ABASE DE RETEN, PLANIFICAR CARC;20;20,5;20;01;16;4;20,88517;005;S
101;01;18/10/2001;01;000728;DESMONTAR CAJA , DESPIECE DELA MISMA , LAPEAR  CINCO CERROJOS, CONSTRUCCION DE LAMINAS DE COMPENSACION PARA AJUSTE DE CORREDERA, COLOCAR KIT DE REPARACION, MONTAJE DE CAJA Y COLOCACION EN GRUA;22;22;0;01;16;4;20,88517;005;S
101;01;19/10/2001;01;000735;DESMONTAR MARTILLO QUITAR BARRA PARTIDA , COLOCACION DE UNA NUEVA ,  MONTAJE Y COLOCACION DE PUNTERO ;6;8;0;01;16;4;20,88517;005;S
800;01;13/09/2001;01;000747;DESP. CANTERA DESMONTAR POLEA DE TENSOR PARA SU REPARACION EN TALLER Y COLOCACION DE LA MISMA UNA VEZ REPARADA.;3;3;0;01;16;4;20,88517;005;S
101;02;13/09/2001;01;000747;DESMONTA CORAZA, REJILLA Y VENTILADOR, DESPIECE, COLOCACION DE RODAMIENTOS, RETENES Y MONTAJE. COLOCAR CORREAS NUEVAS Y VENTILADOR EN MAQUINA. ;8;8,5;0;01;16;4;20,88517;005;S
101;03;13/09/2001;01;000747;DESMONTAR COMPRESOR, CAMBIO DE ACCESORIOS  NUEVOS Y MONTAJE DEL MISMO.;3;6;0;01;16;4;20,88517;005;S
101;04;13/09/2001;01;000747;REPARCION DE INSTALACION DE DESCONECTADOR, REPARAR LUCES,  ACOPLAR INTERRUPTOR DE EMERGENCIA Y ACOPLACION DE RELOJ DE TEMPERATURA.;8;7;0;01;16;4;20,88517;005;S
101;05;13/09/2001;01;000747;DESMONTAR RUEDAS, REDUCTORES DERECHO E IZQUIERDO, DESMONTAR PULMONES Y DISCOS, COLOCACION DE JUNTAS DE PULMONES Y MONTAJE DE LOS MISMOS, DISCOS REDUCOTORES Y RUEDAS. HACER NIVELES Y SANGRADO.;39;31;0;01;16;4;20,88517;005;S
101;06;13/09/2001;01;000747;DESMONTAR VALVULA DE FRENO DE ESTACIONAMIENTO Y TUBO DE AIRE, REPARACION DE LA MISMA Y SUSTITUCION DE LATIGUILLO;4;3,5;0;01;16;4;20,88517;005;S
101;07;13/09/2001;01;000747;DESMONTAR ORVITROL DE DIRECCION PARA SUSTITUCION DEL MISMO.;8;7;0;01;16;4;20,88517;005;S
101;08;13/09/2001;01;000747;SACAR ACEITE DE SERVO, DESMONTAR CARDAN Y TAPA DE EJE PRIMARIO DE CAJA TRANSFERENCIA, SACAR RETEN, COLOCAR NUEVO, MONTAR TAPA, CARDAN Y HACER NIVELES.;8;9;0;01;16;4;20,88517;005;S
800;09;13/09/2001;01;000747;TRANSPORTE MAQUINA A CANTERA;1;0;0;01;16;4;20,88517;005;N
101;01;10/10/2001;01;000748;RECOGER MAQUINA, DESMONTAR RUEDAS DELANTERAS, REDUCTORES, PULMONES FRENOS Y DISCOS, COLOCAR KIT DE JUNTAS REPARACION, MONTAJE DE LOS MISMOS, DISCOS, REDUCTORES Y RUEDAS, HACER NIVELES Y SANGRADO;33;85;0;01;16;4;20,88517;005;S
101;01;10/10/2001;01;000748;DESMONTAR TUBERIAS DE CAJA VALVULAS, DESPIECE DE LA MISMA, COLOCAR KIT DE JUNTAS Y MONTAJE, COLOCAR EN MAQUINA Y MONTAJE DE TUBERIAS.;11;0;0;01;16;4;20,88517;010;N
101;01;10/10/2001;01;000748;DESMONTAR COLECTOR DE ESCAPE, TAPA BALANCINES PARA SACAR INYECTORES.DESMONTAR, COLOCAR NUEVOS, HACER REGLAJE DE VALVULAS Y COLOCAR TAPA DE BALANCINES.;9;0;0;01;16;4;20,88517;015;N
101;01;10/10/2001;01;000748;DESMONTAR VALVULA DE FRENO DE ESTACIONAMIENTO PARA SUSTITUIRLA POR NUEVA.;3;0;0;01;16;4;20,88517;020;N
101;01;10/10/2001;01;000748;TALADRAR Y ROSCAR ESPARRAGOS DE ESCAPE, COLOCAR NUEVOS, KIT DE JUNTAS Y MONTAJE DEL MISMO.;8;0;0;01;16;4;20,88517;025;N
101;01;10/10/2001;01;000748;COLOCAR TUBERIAS TURBO, SOLDAR SILENCIOSO ESCAPE Y COLOCAR. COLOCAR FILTRO DE AIRE, ARRANQUE DE MAQUINA, SANGRADO DE FRENOS Y COLOCAR CHAPONES.;9;0;0;01;16;4;20,88517;030;N
800;01;16/10/2001;01;000750;DESMONTAR TUBO PARA SU CONSTRUCCION Y MONTAJE DEL MISMO EN MAQUINA;1,5;1,5;0;01;16;4;20,88517;005;S
800;01;15/10/2001;01;000751;DESPLAZAMIENTO A PLANTA, DESMONTAR TUBO DE PRESION DE GASOIL, CONSTRUCCION DE UNO NUEVO Y MONTAJE EN MAQUINA;1;1;0;01;16;4;20,88517;005;S
101;01;16/10/2001;01;000752;REPARACION DE MOTOR DE ARRANQUE;0;7,25;0;01;16;4;24,34099;005;S
800;01;19/10/2001;01;000753;DESPLAZAMIENTO A FABRICA , CAMBIO DE FILTROS Y ACEITE;2,5;2,5;0;01;16;4;20,88517;005;S
800;02;19/10/2001;01;000753;DESPLAZAMIENTO A FABRICA , DESMONTAR PULMON DE FRENO DE MANO Y BOMBA DE AGUA  PARA REPARACION DE LOS MISMOS EN TALLER Y MONTAJE EN MAQUINA UNA VEZ REPARDOS.;8,5;7,5;0;01;16;4;20,88517;005;S
101;03;19/10/2001;01;000753;DESMONTAR PULMON , COLOCACION DE KIT Y MONTAJE. DESPIECE DE BOMBA DE AGUA, COLOCACION DE KIT DE REPARACION Y MONTAJE DE LA MISMA;4;2,5;0;01;16;4;20,88517;005;S
800;04;19/10/2001;01;000753;REPRAR TOMA DE AIRE EN GASOIL, SUSTITUCION DE MICROINTERRUPTOR A CAJA DE VELOCIDADES.;9,5;8,5;0;01;16;4;20,88517;005;S
800;05;19/10/2001;01;000753;DESPLAZ. A FABRICA, REVISION DE FUGA DE AGUA, DESMONTAR TUBO DE AGUA DE RADIADOR,  SOLDADURA DE TUBO Y PEDIR NUEVO PARA SUSUTICION DEL MISMO.;3;4;0;01;16;4;20,88517;005;S
800;01;10/10/2001;01;000756;DESPLAZAMIENTO A CANTERA, DESMONTAR MANDO FINAL Y TRANSMISION PARA SU REPARACION EN TALLER Y MONTAJE UNA VEZ REPARADA;31;48;0;01;16;4;20,88517;005;S
101;02;10/10/2001;01;000756;DESPIECE, LIMPIEZA DE EMBRAGUES DE DIRECCION Y FRENOS, REVISION, COLOCACION DE JUNTAS, INTERCALAR DISCOS NUEVOS, MONTAJE Y REGULACION.;39;41,25;0;01;16;4;20,88517;005;S
101;03;10/10/2001;01;000756;DESPIECE, LIMPIEZA, EXTRAER TODOS LOS RODAMIENTOS, COLOCAR NUEVOS DE RODILLO, AGUJA Y BOLAS. LAPEAR PISTONES DE PULMONES DE VELOCIDADES, INTERCALAR DISCOS NUEVOS, MONTAJE Y REGULACIN. DESMONTAR VALVULA Y AJUSTE DE CERROJOS DE CAMBIO.;51,5;63,5;0;01;16;4;20,88517;005;S
101;04;10/10/2001;01;000756;DESPIECE DE TACO, MECANIZADO, COLOCACION DE JUNTAS Y MONTAJE DEL MISMO;7;7;0;01;16;4;20,88517;005;S
800;01;05/10/2001;01;000757;MECANIZADO DE CARCASA DE RODAMIENTOS, MONTAJE DE CASQUILLO Y AJUSTE DE RODAMIENTO;55;53;0;01;16;4;20,88517;005;S
101;02;05/10/2001;01;000757;CONSTRUCCION DE UTILES PARA MECANIZAR VIBRO;44;44;0;01;16;4;20,88517;005;S
800;01;30/10/2001;01;000767;DESPLAZAMIENTO A REVISION DE TRACTOR;4;4;0;01;16;4;20,88517;005;S
101;02;30/10/2001;01;000767;DESMONTAR CARENAJES, SACAR MOTOR Y TRANSMISION DE MAQUINA PARA SU REPARACION. MONTAJE DE SERVO, CONVERTIDOR, MOTOR, RADIADOR, TUBERIAS GENERALES, CHAPONES, CABINA HACER NIVELES DE ACIETE Y PRUEBA;10;199,25;0;01;16;4;20,88517;005;S
101;03;30/10/2001;01;000767;TOTAL MANO DE MOTOR SEGUN SIGUIENTES CONCETOS;8;139;0;01;16;4;20,88517;005;S
101;03;30/10/2001;01;000767;DESPIECE, LIMPIEZA, REVISION DE PIEZAS DEL MISMO Y RETIRADA DEL MOTOR POR EL CLIENTE PARA LLEVAR A TALLER DE RECTIFICADO, POR SU CUENTA, PARA MONTAR CIGUEÑAL, CAMISAS Y PISTONES, RECTIFICAR Y ENCASQUILLAR ARBOL DE LEVAS, REPARAR CULATAS Y TRASLADO DE NUEV;0;0;0;01;16;4;0;010;N
101;03;30/10/2001;01;000767;REVISION DE BOMBA DE ACEITE, SUSTITUIR POR UNA NUEVA. MONTAR DISTRIBUCION, CARCASA, VOLANTE Y CARTER. DESPIECE CAJA TRANSFER, COLOCAR JUNTAS, RETENES, MONTAJE Y COLOCAR. MONTAJE DE CULATA, REGLAJE VALVULAS, COLOCAR INYECTORES, TUBERIAS, BOMBA, PUESTA PUNT;0;0;0;01;16;4;0;015;N
101;04;30/10/2001;01;000767;TOTAL MANO OBRA DE TRANSMISION SEGUN SIGUIENTES CONCEPTOS.;8;89;0;01;16;4;20,88517;005;S
101;04;30/10/2001;01;000767;DESPIECE DE TRANSMISION, LIMPIEZA, DESPIECE DE EJE, PIÑONES Y RODAMIENTOS DE CARRIER, SUSTITUCION DE LOS MISMOS, COLOCAR KIT DE JUNTAS PULMONES DE VELOCIDADES Y MONTAJE.;0;0;0;01;16;4;0;010;N
101;04;30/10/2001;01;000767;DESPIECE DE CAJA DE CONTROL, REVISION DE LA MISMA, AJUSTE DE CERROJOS, COLOCAR KIT DE JUNTAS Y MONTAJE.;0;0;0;01;16;4;0;015;N
101;04;30/10/2001;01;000767;DESPIECE DE BOMBA, REVISION DE LA MISMA, COLOCAR JUNTAS Y MONTAJE.;0;0;0;01;16;4;0;020;N
101;05;30/10/2001;01;000767;DESPIECE DE RADIADOR PARA SU REPARACION;3;3;0;01;16;4;20,88517;005;S
101;06;30/10/2001;01;000767;REPARACION DE TENSOR DE CORREA ALTERNADOR;1;0;0;01;16;4;20,88517;005;S
101;07;30/10/2001;01;000767;DESMONTAR TAPA DE SERVOMANDO DE EMBRAGUE, EMBRAGUE, CINTAS DE FRENO, PLATO Y PULMONES, COLOCAR KIT DE REPARACION Y PLATO, SUSTITUCION DE CINTAS DE FRENO, DESPIECE DE EMBRAGUE, REVISION, MONTAJE, COLOCAR JUNTA  SERVOMANDO Y MONTAR COMPONENTES.;6;67,5;0;01;16;4;20,88517;005;S
101;08;30/10/2001;01;000767;DESMONTAR, DESPIECE, COLOCAR KIT DE JUNTAS Y MONTAJE. COLOCAR EN MAQUINA. DESPIECE DE BOMBA DE HIDRAULICO, REVISION COLOCAR JUNTAS Y MONTAJE.;5;11;0;01;16;4;20,88517;005;S
101;09;30/10/2001;01;000767;RECTIFICADO DE ASIENTOS DE VALVULAS, REGULACION Y COMPROBACION DE LA MISMA. COLOCAR KIT DE JUNTAS DE CAJA, MONTAJE Y REGULACION. DESPIECE DE BOMBA, COLOCAR KIT DE JUNTAS Y MOTNAJE.;3;17;0;01;16;4;20,88517;005;S
800;10;30/10/2001;01;000767;.;0;0;0;01;16;4;0;005;S
101;11;30/10/2001;01;000767;DESPIECE, LIMPIEZA, REVISION DE TURBINAS, COLOCAR SEGMENTOS Y JUNTAS, AJUSTE Y MONTAJE.;3;11;0;01;16;4;20,88517;005;S
101;12;30/10/2001;01;000767;REPARACION DE ALTERNADOR Y ACOPLAR REGULADOR. DESMONTAR MOTOR DE ARRANQUE Y GRADUAR AUTOMATICO. REPARACION DE INSTALACION ELECTRICA GENERAL Y DE CUADRO. COLOCAR INDICADOR DE TEMPERATURA DE AGUA Y TEMPERATURA DE CONVERTIDOR.;3;31,5;0;01;16;4;20,88517;005;S
101;01;25/10/2001;01;000768;DESMONTAR RUEDA CABILLA DEL REDUCTOR;46;66;20;01;16;4;20,88517;005;S
101;01;25/10/2001;01;000768;CAMBIO DE CORONA SOLAR, PIÑONES Y RODAMIENTOS;20;0;20;01;16;4;20,88517;010;N
800;02;25/10/2001;01;000768;DESPLAZAMIENTO PARA HUELVA QUE SE TUVIERON QUE VOLVER PAR KOMAQSUR POR PIEZAS;6;80;20;01;16;4;20,88517;005;S
801;02;25/10/2001;01;000768;DESPLAZAMIENTO, SACAR RODAMIENTOS Y SUSTITUCION. MONTAR REDUCTOR, COLOCACION DE CARRO Y MONTAJE DE CADENA.;72;0;20;01;16;4;20,88517;010;N
101;01;25/10/2001;01;000769;CORTAR ADAPTADORES DE REJONES , COLOCACION DE NUEVOS Y SOLDADURAS;34;20;20;01;16;4;20,88517;005;S
101;01;11/09/2001;01;000771;DESMONTAR MOTOR DE TRASLACION, DESPIECE, RECTIFICADO DE PLANOS DE CULATA Y CAMISAS, MONTAJE Y COLOCAR EN CARRETILLA;7;7;0;01;16;4;20,88517;005;S
800;01;28/10/2001;01;000780;PEPITO: DESPLAZAMIENTO A FINCA , REVISION DE REDUCTOR , DESMONTAR REDUCTOR  PARA REPARACION EN TALLER ;3;6;0;01;16;4;20,88517;005;S
