NUMTAR;CODALM;CODPDT;DESPDT;DOCFEC;DOCSER;DOCNUM;CANFACT;CANREAL;DTOMAT;CODMOD;PORIMP;PORREC;PVP;LINMATE;MARCA
01;01;4900;.;14/07/2009;91;000655;1;1;20;01;16;4;3;00015;N
01;01;42N-54-13630;CRISTAL PUERTA DERECHA;15/07/2009;93;000111;1;1;0;01;16;4;414,89;00005;N
01;01;4738-B76;FILTRO ACEITE MOTOR     466634;15/07/2009;93;000112;1;1;20;01;16;4;9,4;00005;N
01;01;4738-BF7679D;FILTRO SEPARADOR;15/07/2009;93;000112;1;1;20;01;16;4;17,82;00010;N
01;01;4738-BF7631;FILTRO GASOIL;15/07/2009;93;000112;1;1;20;01;16;4;13,29;00015;N
01;01;4738-BF7632;FILTRO GASOIL         1R0751;15/07/2009;93;000112;1;1;20;01;16;4;11,94;00020;N
01;01;4738-B76;FILTRO ACEITE MOTOR;15/07/2009;91;000656;7;7;15;01;16;4;9,4;00005;N
01;01;4795-6PK1750;CORREA;15/07/2009;92;000202;1;1;40;;;;24,65;00005;N
01;01;4795-534010020;RODILLO TENSOR;15/07/2009;92;000202;1;1;38;;;;107,06;00010;N
01;01;4795-533001110;RODILLO TENSOR;15/07/2009;92;000202;1;1;38;;;;73,5;00015;N
01;01;4900-10X100-90;ENGRASADORES 90º;15/07/2009;92;000203;2;2;0;;;;0,93157;00005;N
01;01;RP343G30;ACEITE HIDRAULICO EP 68;15/07/2009;91;000657;100;100;20;01;16;4;2,55;00005;N
01;01;12413-12-12;ESPIGA RECTA ORFS 3/4;15/07/2009;92;000204;1;1;10;;;;6,82;00005;N
01;01;22413-12-12;ESPIGA RECTA T.L. ORFS 3/4;15/07/2009;92;000204;1;1;10;;;;6,68;00010;N
01;01;4250-12;MANGUERA R12 3/4;15/07/2009;92;000204;1,33;1,33;10;;;;28,17;00015;N
01;01;9900-12;CASQUILLO R9 3/4;15/07/2009;92;000204;2;2;10;;;;2,67;00020;N
01;01;900-12-12;TAPON MACHO ORFS;15/07/2009;92;000204;2;2;10;;;;3;00025;N
01;01;2230-04;MANGUERA R1AT 1/4;15/07/2009;91;000659;1,45;1,45;15;01;16;4;5,47;00005;N
01;01;3300-04;CASQUILLO R1AT 1/4;15/07/2009;91;000659;2;2;15;01;16;4;0,61;00010;N
01;01;23811-04-04;ESPIGA RECTA T.L. S. JAPONESA 1/4;15/07/2009;91;000659;2;2;15;01;16;4;1,3;00015;N
01;01;4928-11061406;BOMBA FRENO;16/07/2009;93;000113;1;1;0;01;16;4;1256;00005;N
01;01;4250-16;MANGUERA R12 1";16/07/2009;91;000660;2,9;2,9;0;01;16;4;33,64;00005;N
01;01;200-16;CASQUILLO R2A 1";16/07/2009;91;000660;2;2;0;01;16;4;5,63;00010;N
01;01;20511-16-16;ESPIGA RECTA T.L. BSP 1";16/07/2009;91;000660;1;1;0;01;16;4;5,74;00015;N
01;01;20591-16-16;ESPIGA 90º T.L. BSP 1";16/07/2009;91;000660;1;1;0;01;16;4;10,5;00020;N
01;01;3.53X32.92;TORICA NITRILO;16/07/2009;91;000661;1;1;15;01;16;4;2,2538;00005;N
01;01;3.53X29.74;TORICA NITRILO;16/07/2009;91;000661;2;2;15;01;16;4;1,18;00010;N
01;01;6733-51-5142;FILTRO;16/07/2009;93;000114;4;4;10;01;16;4;21,2;00005;N
01;01;6240-11-1810;JUNTA CULATA;16/07/2009;91;000662;1;1;10;01;16;4;77,58;00005;N
01;01;6240-11-8810;JUNTA TAPA BALANCINE;16/07/2009;91;000662;1;1;10;01;16;4;31,41;00010;N
01;01;6127-51-6850;JUNTA TUBO TURBO;16/07/2009;91;000662;1;1;10;01;16;4;4,32;00015;N
01;01;6162-23-2250;JUNTA CAMISA;16/07/2009;91;000662;1;1;10;01;16;4;19,51;00020;N
01;01;6240-31-2111;PISTON;16/07/2009;91;000662;1;1;10;01;16;4;1111,37;00025;N
01;01;6150-61-2815;JUNTA;16/07/2009;91;000662;2;2;10;01;16;4;65,85;00030;N
01;01;6240-11-4810;JUNTA ADMISION;16/07/2009;91;000662;1;1;10;01;16;4;167,18;00035;N
01;01;07281-00709;ABRAZADERA;16/07/2009;91;000662;2;2;10;01;16;4;5,96;00040;N
01;01;01010-E1290;TORNILLO ESCAPE;16/07/2009;91;000662;1;1;10;01;16;4;3,54;00045;N
01;01;6151-51-8151;JUNTA TUBO TURBO;16/07/2009;91;000662;1;1;10;01;16;4;3,78;00050;N
01;01;6162-23-2240;JUNTA CAMISA;16/07/2009;91;000662;1;1;10;01;16;4;18,32;00055;N
01;01;6162-23-2220;JUNTA CAMISA;16/07/2009;91;000662;2;2;10;01;16;4;11,69;00060;N
01;01;6240-41-4110;VALVULA ADMISION;16/07/2009;91;000662;2;2;10;01;16;4;79;00065;N
01;01;6240-21-2220;CAMISA;16/07/2009;91;000662;1;1;10;01;16;4;392,46;00070;N
01;01;6150-11-4821;JUNTA;16/07/2009;91;000662;4;4;10;01;16;4;10,21;00075;N
01;01;1.78X21.95;TORICA NITRILO;17/07/2009;91;000663;1;1;20;01;16;4;1,04;00005;N
01;01;2.62X37.77;TORICA NITRILO;17/07/2009;91;000663;1;1;20;01;16;4;1;00010;N
01;01;337.606;COLLARIN DOBLE LABIO  30 X 40 X 7.30 X 8;17/07/2009;91;000663;1;1;20;01;16;4;12,25;00015;N
01;01;2.62X50.47;TORICA NITRILO;17/07/2009;91;000664;1;1;20;01;16;4;1,64677;00005;N
01;01;3511-05;MANGUERA R2AT 5/16;17/07/2009;91;000665;0,7;0,7;20;01;16;4;7,59;00005;N
01;01;10510-05-06;ESPIGA RECTA BSP 5/16-3/8;17/07/2009;91;000665;1;1;20;01;16;4;1,71;00010;N
01;01;20511-05-06;ESPIGA RECTA T.L BSP 5/16;17/07/2009;91;000665;1;1;20;01;16;4;1,39;00015;N
01;01;3300-05;CASQUILLO R1AT 5/16;17/07/2009;91;000665;2;2;20;01;16;4;0,69;00020;N
01;01;661-04-06;ADAPTADOR MACHO-HEMBRA FIJA;17/07/2009;92;000205;1;1;0;;;;1,42;00005;N
01;01;OP035D0500N;SEPARADOR;20/07/2009;93;000115;18;18;0;01;16;4;3,45;00005;N
01;01;4738-B75;FILTRO ACEITE;20/07/2009;91;000666;1;1;15;01;16;4;10,14;00005;N
01;01;4738-BF7633;FILTRO GAS-OIL      1R0750;20/07/2009;91;000666;1;1;15;01;16;4;9,06;00010;N
01;01;597-30-30;ARANDELA METAL GOMA M-30;20/07/2009;91;000666;1;1;15;01;16;4;1,15;00015;N
01;01;4903-82034;LAMPARA H7 12V 55W;20/07/2009;92;000206;1;1;0;;;;3,71;00005;N
01;01;5.33X227.97;TORICA NITRILO;20/07/2009;91;000667;1;1;15;01;16;4;3,7;00005;N
01;01;6240-11-8750;MANGUITO;20/07/2009;93;000116;1;1;10;01;16;4;152,55;00005;N
01;01;6240-31-2030;JUEGO SEGMENTOS;20/07/2009;93;000116;1;1;10;01;16;4;232,58;00010;N
01;01;6240-41-4210;VALVULA ESCAPE;20/07/2009;93;000116;2;2;10;01;16;4;106,29;00015;N
01;01;6240-11-5820;JUNTA COLECTOR ESCAPE;20/07/2009;93;000116;6;6;10;01;16;4;34,49;00020;N
01;01;6560-11-1114;INYECTOR;20/07/2009;93;000116;1;1;10;01;16;4;1564,15;00025;N
01;01;6560-11-8410;JUNTA;20/07/2009;93;000116;1;1;10;01;16;4;3,71;00030;N
01;01;6560-11-8310;JUNTA;20/07/2009;93;000116;1;1;10;01;16;4;2,04;00035;N
01;01;6560-11-8210;JUNTA;20/07/2009;93;000116;1;1;10;01;16;4;3,07;00040;N
01;01;6560-11-8510;JUNTA;20/07/2009;93;000116;1;1;10;01;16;4;1,87;00045;N
01;01;6560-11-7310;JUNTA;20/07/2009;93;000116;1;1;10;01;16;4;5;00050;N
01;01;09FCG10-1/4;RACOR EN CODO MICRO 10 X 1/4;20/07/2009;91;000668;1;1;15;01;16;4;5,66;00005;N
01;01;600-211-1340;CARTUCHO;20/07/2009;93;000117;4;4;0;01;16;4;71,13;00005;N
01;01;600-311-7111;FILTRO GASOIL KOMATSU (600-311-7132);20/07/2009;93;000117;1;1;0;01;16;4;23,09;00010;N
01;01;6162-14-5570;BRIDA;20/07/2009;93;000118;1;1;10;01;16;4;175,26;00005;N
01;01;6162-14-5540;JUNTA;20/07/2009;93;000118;1;1;10;01;16;4;27,42;00010;N
01;01;6162-13-5432;CONO ESCAPE;20/07/2009;93;000118;1;1;10;01;16;4;191,48;00015;N
01;01;3511-12;MANGUERA R2AT 3/4;20/07/2009;91;000669;1;1;20;01;16;4;15;00005;N
01;01;3300-12;CASQUILLO R1AT 3/4;20/07/2009;91;000669;2;2;20;01;16;4;2,75;00010;N
01;01;20511-12-12;ESPIGA RECTA T.L. BSP 3/4;20/07/2009;91;000669;1;1;20;01;16;4;3,15;00015;N
01;01;20591-12-12;ESPIGA 90º T.L. BSP 3/4-3/4;20/07/2009;91;000669;1;1;20;01;16;4;5,48;00020;N
01;01;4250-12;MANGUERA R12 3/4;20/07/2009;91;000670;2,1;2,1;15;01;16;4;26,56;00005;N
01;01;200-12;CASQUILLO R2A 3/4;20/07/2009;91;000670;2;2;15;01;16;4;2,74;00010;N
01;01;20511-12-12;ESPIGA RECTA T.L. BSP 3/4;20/07/2009;91;000670;2;2;15;01;16;4;4,15;00015;N
01;01;662-06-06;HEMBRA FIJA DOBLE RECTA;20/07/2009;92;000207;1;1;0;;;;3,12;00005;N
01;01;638-06-08;ADAPTADOR MACHO-MACHO 3/8-1/2;20/07/2009;92;000207;1;1;0;;;;2;00010;N
01;01;42N-07-11170;COMPRESOR;20/07/2009;91;000671;1;1;0;01;16;4;851,95;00005;N
01;01;6560-11-8410;JUNTA;20/07/2009;93;000119;-1;-1;10;01;16;4;3,71;00005;N
01;01;6560-11-8310;JUNTA;20/07/2009;93;000119;-1;-1;10;01;16;4;2,04;00010;N
01;01;6560-11-8210;JUNTA;20/07/2009;93;000119;-1;-1;10;01;16;4;3,07;00015;N
01;01;6560-11-8510;JUNTA;20/07/2009;93;000119;-1;-1;10;01;16;4;1,87;00020;N
01;01;6560-11-7310;JUNTA;20/07/2009;93;000119;-1;-1;10;01;16;4;5;00025;N
01;01;4945-57;MECANIZADO DE DISCO FRENO DOS CARAS;20/07/2009;91;000672;1;1;0;01;16;4;115,75;00005;N
01;01;6162-13-1130;CAMISAS INYECTOR;20/07/2009;93;000120;6;6;10;01;16;4;73,61;00005;N
01;01;6162-12-1152;TORICA CAMISA;20/07/2009;93;000120;6;6;10;01;16;4;12,02;00010;N
01;01;09SPIR8-6/30;MANGUERA NEUMATICA ESPIRAL 30 MTS;20/07/2009;91;000673;1;1;0;01;16;4;44,29;00005;N
01;01;3.53X97.50;TORICA NITRILO;21/07/2009;91;000674;1;1;20;01;16;4;2,85;00005;N
01;01;3X41;TORICA NITRILO;21/07/2009;91;000675;4;4;20;01;16;4;1,6;00005;N
01;01;24011-04-14;TUERCA LOCA KOMATSU;21/07/2009;91;000676;2;2;15;01;16;4;4,15;00005;N
01;01;3300-06;CASQUILLO R1AT R2AT;21/07/2009;91;000676;2;2;15;01;16;4;0,98;00010;N
01;01;2230-06;MANGUERA R1AT 3/8;21/07/2009;91;000676;1,05;1,05;15;01;16;4;7,15;00015;N
01;01;5X30;TORICA NITRILO;21/07/2009;91;000677;2;2;20;01;16;4;1,08;00005;N
01;01;10510-05-06;ESPIGA RECTA BSP 5/16-3/8;21/07/2009;91;000678;6;6;15;01;16;4;1,39;00005;N
01;01;20511-05-06;ESPIGA RECTA T.L BSP 5/16;21/07/2009;91;000678;2;2;15;01;16;4;1,57;00010;N
01;01;3300-05;CASQUILLO R1AT 5/16;21/07/2009;91;000678;8;8;15;01;16;4;1,06;00015;N
01;01;3515-05/AZ;MANGUERA SUPERJET 2T 5/16 AZUL;21/07/2009;91;000678;41;41;0;01;16;4;4,4;00020;N
01;01;7621-06-06;ENCHUFE RAPIDO PARTE HEMBRA 3/8;21/07/2009;91;000678;3;3;15;01;16;4;16,56;00025;N
01;01;7622-06-06;ENCHUFE RAPIDO PARTE MACHO 3/8;21/07/2009;91;000678;3;3;15;01;16;4;6,51;00030;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;21/07/2009;91;000678;6;6;15;01;16;4;0,89;00035;N
01;01;1852-3781;CONS. LATIGUILLO A/A 5/16 A 800 MM.;06/07/2009;91;000679;1;1;45;01;16;4;32,5;00005;N
01;01;2.62X61.60;TORICA NITRILO;21/07/2009;92;000208;2;2;0;;;;1,2;00005;N
01;01;4738-IS7530;DESOLEADOR;22/07/2009;91;000680;1;1;20;01;16;4;62,64;00005;N
01;01;4900;REPARACION PORTALON DE REMOLQUE;22/07/2009;91;000681;1;1;0;01;16;4;324;00005;N
01;01;4900;PLANCHA ALUMINIO 10X70X60;22/07/2009;91;000681;1;1;0;01;16;4;55;00010;N
01;01;3511-08;MANGUERA R2AT 1/2;22/07/2009;91;000682;1,5;1,5;15;01;16;4;10,09;00005;N
01;01;20511-08-08;ESPIGA RECTA T.L. BSP 1/2;22/07/2009;91;000682;6;6;15;01;16;4;1,77;00010;N
01;01;3300-08;CASQUILLO R1AT 1/2;22/07/2009;91;000682;6;6;15;01;16;4;1,26;00015;N
01;01;4738-PA2358;FILTRO AIRE 1º;23/07/2009;93;000121;1;1;15;01;16;4;39,24;00005;N
01;01;4738-PA2358;FILTRO AIRE 1º;23/07/2009;93;000122;1;1;15;01;16;4;39,24;00005;N
01;01;4929-408996000RX;TURBO;23/07/2009;93;000123;1;1;0;01;16;4;1937,58;00005;N
01;01;99999-99326;ACEITE HIDRAULICO HO46-HM (20 L.);23/07/2009;91;000683;1;1;10;01;16;4;50,33;00005;N
01;01;99999-99330;ACEITE MOTOR EO15W40 (20 L.);23/07/2009;91;000683;1;1;10;01;16;4;63,01;00010;N
01;01;4972-15300116;SENSOR PRESION MOTOR;23/07/2009;91;000684;1;1;0;01;16;4;185,81;00005;N
01;01;4972-15272141;INTERRUPTOR VENTANILLA;23/07/2009;91;000684;1;1;0;01;16;4;70,03;00010;N
01;01;421-56-21540;BRAZO LIMPIA;23/07/2009;91;000684;1;1;0;01;16;4;142,79;00015;N
01;01;3.53X34.52;TORICA NITRILO;23/07/2009;91;000685;2;2;20;01;16;4;1,55;00005;N
01;01;20511-05-06;ESPIGA RECTA T.L BSP 5/16;23/07/2009;91;000686;1;1;15;01;16;4;1,56;00005;N
01;01;20591-05-06;ESPIGA 90º T.L BSP 5/16;23/07/2009;91;000686;1;1;15;01;16;4;2,77;00010;N
01;01;3300-05;CASQUILLO R1AT 5/16;23/07/2009;91;000686;2;2;15;01;16;4;1,06;00015;N
01;01;3511-05;MANGUERA R2AT 5/16;23/07/2009;91;000686;2;2;15;01;16;4;7,2;00020;N
01;01;2.5X39;TORICA NITRILO;23/07/2009;92;000209;1;1;0;;;;1,15;00005;N
01;01;23811-08-08;ESPIGA RECTA T.L. S.JAPONERSA 1/2";23/07/2009;91;000687;2;2;20;01;16;4;2,77;00005;N
01;01;23891-08-08;ESPIGA 90º TL S.JAPONESA 1/2";23/07/2009;91;000687;2;2;20;01;16;4;4,99;00010;N
01;01;3300-08;CASQUILLO R1AT 1/2;23/07/2009;91;000687;4;4;20;01;16;4;1,26;00015;N
01;01;3511-08;MANGUERA R2AT 1/2;23/07/2009;91;000687;3,23;3,23;20;01;16;4;10,09;00020;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;23/07/2009;91;000688;2;2;20;01;16;4;1,24;00005;N
01;01;3000-175;CASQUILLO CAMPANA;23/07/2009;91;000689;2;2;20;01;16;4;0,22;00010;N
01;01;6200-05;MANGUERA DE GAS-OIL;23/07/2009;91;000689;0,62;0,62;20;01;16;4;2,55;00015;N
01;01;1860-14-18;ARANDELA DE COBRE;23/07/2009;91;000689;4;4;20;01;16;4;0,21035;00020;N
01;01;6125-81-7032;FILTRO AIRE KOMATSU;24/07/2009;91;000690;1;1;0;01;16;4;73,01;00005;N
01;01;600-311-9920;FILTRO AGUA;24/07/2009;91;000690;1;1;0;01;16;4;65,07;00010;N
01;01;6736-51-5142;CARTUCHO FILTRANTE;24/07/2009;91;000690;1;1;0;01;16;4;28,02;00015;N
01;01;99999-99326;ACEITE HIDRAULICO HO46-HM (20 L.);24/07/2009;91;000690;2;2;0;01;16;4;50,33;00020;N
01;01;600-311-8291;FILTRO GASOIL KOMATSU;24/07/2009;91;000690;1;1;0;01;16;4;12,77;00025;N
01;01;4903-F2.5LH;CABLE FLEXIBLE 2.5 MM/M2 LIBRE HALOGENO;24/07/2009;91;000691;400;400;80;01;16;4;1,49;00005;N
01;01;4903-F1.5LH;CABLE FLEXIBLE 1.5 MM/M2 LIBRE HALOGENP;24/07/2009;91;000691;400;400;80;01;16;4;0,93;00010;N
01;01;3X56;TORICA NITRILO;24/07/2009;92;000210;3;3;0;;;;1,5;00005;N
01;01;4738-P7321;FILTRO ACEITE MOTOR          IO0929;24/07/2009;91;000692;2;2;15;01;16;4;37,25;00005;N
01;01;4738-RS3544;FILTRO AIRE 1º;24/07/2009;91;000692;1;1;15;01;16;4;27,9;00010;N
01;01;4738-BT7237MPG;FILTRO HIDRAULICO S0620R;24/07/2009;91;000692;1;1;15;01;16;4;16,14;00015;N
01;01;663-08-08;PASATABIQUE;24/07/2009;92;000211;1;1;0;;;;3,94;00005;N
01;01;697-8-8;ARANDELA METAL GOMA 1/2;24/07/2009;92;000211;1;1;0;;;;0,28;00010;N
01;01;600-319-3610;FILTRO GASOIL;24/07/2009;93;000124;3;3;10;01;16;4;60,33;00005;N
01;01;17M-911-3530;ELEMENTO;24/07/2009;93;000124;2;2;10;01;16;4;47,15;00010;N
01;01;EA504315781;TENSOR;24/07/2009;93;000124;1;1;0;01;16;4;239,02;00015;N
01;01;566-32-53750;TORICA  KOMATSU (PASE 567-32-71150);24/07/2009;93;000125;8;8;10;01;16;4;9,25;00005;N
01;01;566-32-53810;PISTON FRENO;24/07/2009;93;000125;3;3;10;01;16;4;178,69;00010;N
01;01;1063-25X35;MANGUERA ACEITE HYDRO´K;24/07/2009;91;000693;1;1;0;01;16;4;12,05;00005;N
01;01;5.33X56.52;TORICA NITRILO;24/07/2009;91;000694;2;2;0;01;16;4;5,38;00005;N
01;01;5.33X53.34;TORICA NITRILO;24/07/2009;91;000694;2;2;0;01;16;4;1,76698;00010;N
01;01;5.33X62.87;TORICA NITRILO;24/07/2009;91;000694;2;2;0;01;16;4;2,22374;00015;N
01;01;AKLE/M00281800;AMORTIGUADOR GOMA-METAL;24/07/2009;93;000126;4;4;0;01;16;4;32,54;00005;N
01;01;AKLE/M10008000;AMORTIGUADOR GOMA-METAL;24/07/2009;93;000126;2;2;0;01;16;4;32,8;00010;N
01;01;3300-06;CASQUILLO R1AT R2AT;27/07/2009;91;000695;2;2;20;01;16;4;0,82;00005;N
01;01;21513-06-22;ESPIGA RECTA T.L S.LIGERA 3/8;27/07/2009;91;000695;1;1;20;01;16;4;3,82;00010;N
01;01;21593-06-22;ESPIGA 90º T.L S.LIGERA 3/8;27/07/2009;91;000695;1;1;20;01;16;4;3,3;00015;N
01;01;3511-06;MANGUERA R2AT 3/8;27/07/2009;91;000695;0,74;0,74;20;01;16;4;8,35;00020;N
01;01;22443-16-16;ESPIGA 45º T.L. ORFS 1";27/07/2009;91;000696;1;1;20;01;16;4;17,84;00005;N
01;01;28691-16-16;BRIDA 90º 6000 PSI;27/07/2009;91;000696;1;1;20;01;16;4;27,61;00010;N
01;01;3300-16;CASQUILLO R1AT 1";27/07/2009;91;000696;2;2;20;01;16;4;4,49;00015;N
01;01;4738-BT8851MPG;FILTRO TRANSMISION 11036607 1G8878;27/07/2009;91;000696;2;2;20;01;16;4;48,44;00020;N
01;01;4738-BF7753;FILTRO GASOIL;27/07/2009;91;000696;2;2;20;01;16;4;18,54;00025;N
01;01;1R0770;FILTRO DECANTADOR GAS-OIL;27/07/2009;91;000696;2;2;0;01;16;4;41,69;00030;N
01;01;4738-RS3506;FILTRO AIRE 1º            6I2503;27/07/2009;91;000696;1;1;20;01;16;4;47,55;00035;N
01;01;2230-16;MANGUERA R1AT 1";27/07/2009;91;000696;0,85;0,85;20;01;16;4;17,5;00040;N
01;01;09NRB4G/6;ENCHUFE RAPIDO MACHO-MANGUERA 6;27/07/2009;91;000696;1;1;20;01;16;4;1,56;00045;N
01;01;09NRB4G/8;ENCHUFE RAPIDO MACHO-MANGUERA 8;27/07/2009;91;000696;0;0;20;01;16;4;1,75;00050;N
01;01;3.53X21.82;TORICA NITRILO                         3H0107;27/07/2009;91;000696;2;2;20;01;16;4;0,96;00055;N
01;01;3.53X37.69;TORICA NITRILO;27/07/2009;91;000696;1;1;20;01;16;4;2,61;00060;N
01;01;1.78X21.95;TORICA NITRILO;27/07/2009;91;000696;1;1;20;01;16;4;1,04;00065;N
01;01;3511-04;MANGUERA R2AT 1/4;27/07/2009;91;000697;7;7;20;01;16;4;7,1;00005;N
01;01;3300-04;CASQUILLO R1AT 1/4;27/07/2009;91;000697;2;2;20;01;16;4;0,9;00010;N
01;01;10510-04-04;ESPIGA RECTA BSP 1/4-1/4;27/07/2009;91;000697;1;1;20;01;16;4;1,25;00015;N
01;01;A-35;CORREA;27/07/2009;91;000698;1;1;15;01;16;4;9,87;00005;N
01;01;6200-07;MANGUERA DE GAS-OIL;27/07/2009;92;000212;1;1;0;;;;2,23;00005;N
01;01;29910-05-14;ORIENTABLE 5/16;27/07/2009;92;000212;1;1;0;;;;3,56;00010;N
01;01;29910-05-17;ORIENTABLE 5/16;27/07/2009;92;000212;1;1;0;;;;2,8;00015;N
01;01;1076-25X34;TUBERIA IMPULSION-ASPIRACION AGUA/ACEITE;27/07/2009;91;000699;0,7;0,7;20;01;16;4;16,52;00005;N
01;01;CMHG-08-08;MACHO FIJO-HEMBRA LOCA BSP;27/07/2009;91;000700;1;1;0;01;16;4;6,51;00005;N
01;01;10510-08-08;ESPIGA RECTA BSP 1/2-1/2;27/07/2009;91;000700;1;1;0;01;16;4;2,17;00010;N
01;01;20591-08-08;ESPIGA 90º T.L. BSP 1/2;27/07/2009;91;000700;1;1;0;01;16;4;3,46;00015;N
01;01;2230-08;MANGUERA R1AT 1/2;27/07/2009;91;000700;4,8;4,8;0;01;16;4;8,3;00020;N
01;01;3300-08;CASQUILLO R1AT 1/2;27/07/2009;91;000700;2;2;0;01;16;4;1,26;00025;N
01;01;3300-04;CASQUILLO R1AT 1/4;27/07/2009;91;000701;2;2;20;01;16;4;0,61;00005;N
01;01;22413-04-06;ESPIGA RECTA T.L. ORFS 1/4;27/07/2009;91;000701;1;1;20;01;16;4;4,08;00010;N
01;01;2230-04;MANGUERA R1AT 1/4;27/07/2009;91;000701;0,46;0,46;20;01;16;4;5,47;00015;N
01;01;22493-04-06;ESPIGA 90º T.L. ORFS 1/4;27/07/2009;91;000701;1;1;20;01;16;4;5,09;00020;N
01;01;4738-S0800R;FILTRO ACEITE;27/07/2009;91;000702;1;1;20;01;16;4;7,81;00005;N
01;01;4738-BF783;FILTRO GASOIL  S071NR;27/07/2009;91;000702;1;1;20;01;16;4;5,61;00010;N
01;01;99999-99202;ACEITE MOTOR EO15W40 (5 L.);27/07/2009;91;000702;3;3;10;01;16;4;12,97;00015;N
01;01;22493-08-08;ESPIGA 90º T.L. ORFS 1/2;27/07/2009;91;000703;2;2;20;01;16;4;5,92;00005;N
01;01;1.78X10.82;TORICA NITRILO;27/07/2009;91;000703;2;2;20;01;16;4;0,97;00010;N
01;01;12510-12-12;ESPIGA RECTA  JIC 3/4;28/07/2009;91;000704;1;1;20;01;16;4;2,5;00005;N
01;01;697-12-12;ARANDELA METAL GOMA 3/4;28/07/2009;91;000704;1;1;20;01;16;4;0,38;00010;N
01;01;1063-19X27.4;MANGUERA ACEITE HYDRO´K;28/07/2009;91;000704;1;1;20;01;16;4;8,2;00015;N
01;01;YM129150-35152;FILTRO ACEITE MOTOR KOMATSU;28/07/2009;93;000127;2;2;0;01;16;4;8,2;00005;N
01;01;848100086;FILTRO ACEITE HIDRAULICO KOMATSU;28/07/2009;93;000127;1;1;0;01;16;4;37,37;00010;N
01;01;YM129062-12560;FILTRO AIRE 1º KOMATSU;28/07/2009;93;000127;1;1;0;01;16;4;17,39;00015;N
01;01;YM119005-12571;FILTRO AIRE 2º KOMATSU;28/07/2009;93;000127;1;1;0;01;16;4;13,63;00020;N
01;01;YM119802-55800;FILTRO COMBUSTIBLE KOMATSU;28/07/2009;93;000127;1;1;0;01;16;4;14,61;00025;N
01;01;569-06-61311;INTERRUPTOR;28/07/2009;93;000128;1;1;10;01;16;4;177;00005;N
01;01;22493-08-08;ESPIGA 90º T.L. ORFS 1/2;28/07/2009;91;000705;1;1;20;01;16;4;5,92;00005;N
01;01;4900;MANO DE OBRA;28/07/2009;91;000707;1;1;0;01;16;4;6;00005;N
01;01;2230-08;MANGUERA R1AT 1/2;28/07/2009;91;000707;1;1;20;01;16;4;8,1;00010;N
01;01;4738-BD103;FILTRO ACEITE MOTOR;28/07/2009;93;000129;1;1;20;01;16;4;27,4;00005;N
01;01;4738-BF788;FILTRO GASOIL  161624;28/07/2009;93;000129;1;1;20;01;16;4;8,04;00010;N
01;01;4738-BF1280;FILTRO SEP. AG/GAS  161623;28/07/2009;93;000129;1;1;20;01;16;4;9,9;00015;N
01;01;CA0040952;FILTRO TRANS.;29/07/2009;91;000708;1;1;0;01;16;4;92,63;00005;N
01;01;875001159;ENFRIADOR;29/07/2009;91;000708;1;1;0;01;16;4;683,22;00010;N
01;01;3511-08;MANGUERA R2AT 1/2;29/07/2009;91;000709;0,63;0,63;15;01;16;4;9,91;00005;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;29/07/2009;91;000709;2;2;15;01;16;4;1,24;00010;N
01;01;3300-06;CASQUILLO R1AT R2AT;29/07/2009;91;000709;2;2;15;01;16;4;0,93;00015;N
01;01;600-311-8291;FILTRO GASOIL KOMATSU;29/07/2009;93;000130;-1;-1;0;01;16;4;12,77;00005;N
01;01;22E-6012212;FILTRO HIDRAULICO KOMATSU CIMA DEPOS.;29/07/2009;92;000213;1;1;8;;;;48,64;00005;N
01;01;395-6011190;FILTRO HIDRAULICO KOMAT. DENTRO DEPOS.;29/07/2009;92;000213;1;1;8;;;;39,28;00010;N
01;01;855-021329;JUNTA FILTRO HIDRAULICO DENTRO DEPOS.;29/07/2009;92;000213;1;1;8;;;;1,72;00015;N
01;01;3.53X32.92;TORICA NITRILO;29/07/2009;91;000710;4;4;20;01;16;4;2,2538;00005;N
01;01;3511-06;MANGUERA R2AT 3/8;29/07/2009;91;000711;0,8;0,8;20;01;16;4;8,35;00005;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;29/07/2009;91;000711;1;1;20;01;16;4;1,9;00010;N
01;01;20591-06-06;ESPIGA 90º T.L. BSP 3/8;29/07/2009;91;000711;1;1;20;01;16;4;3,45;00015;N
01;01;3300-06;CASQUILLO R1AT R2AT;29/07/2009;91;000711;2;2;20;01;16;4;0,96;00020;N
01;01;3511-06;MANGUERA R2AT 3/8;29/07/2009;91;000712;0,66;0,66;0;01;16;4;8,35;00005;N
01;01;3300-06;CASQUILLO R1AT R2AT;29/07/2009;91;000712;2;2;0;01;16;4;0,96;00010;N
01;01;20511-06-08;ESPIGA RECTA T.L. BSP 3/8;29/07/2009;91;000712;1;1;0;01;16;4;1,72;00015;N
01;01;20591-06-08;ESPIGA 90º T.L. BSP 3/8-1/2;29/07/2009;91;000712;1;1;0;01;16;4;3,46;00020;N
01;01;09NRA4F/3;ENCHUFE RAPIDO ROSCA HEMBRA 3/8;30/07/2009;92;000214;2;2;20;;;;8,74;00005;N
